txt_id,text,dataset
LIPITOR.759,"As posted previously (search on 269), I have been on a program of 12,000 mg./ day of vitamin C for three months in an effort to lower my cholesterol, and it is having a positive effect. My cholesterol has dropped from 269 to 240. I now have increased my intake of Vitamin C to 16,000 mg / day, and we'll see how this works out. ALL of the negative side effects of Lipitor have disappeared (only took 5 months), and I'm optimistic about the Vitamin C. Be afraid, be very afraid. ",CADEC
LIPITOR.981,"Dizziness,falls,poor memory,loss of fine motor skills,stiffness in legs, sore feet. I began having falls shortly after starting lipitor approx 5years ago. Had an EEG at that time with no abnormalities. Had another EEG 6months ago with Frontal Lobe abnormalities which I suspect is due to Lipitor. Started on 20mg and progressed to 80mg. ",CADEC
LIPITOR.995,"Aches and pains, breathing difficulties, panic attacks, stength and stamina destroyed, palpatations, strong tingling in one hand, some tinititis and occassional ear aches. Have mentioned symptoms as they appeared to my doctor only to be prescribed zorloft for depression and anxiety and noten for heart palpatations. This in turn has seriously upset my stomach which the doctor prescribed yet another drug for. 40 mg dose Lipitor worked well in reducing my overall cholesterol levels; which are high in my family. The last 6 months of my life have been a health nightmare. I was a fit, strong and very active person 5 years ago. Now I am struggling walking too far and functioning in general. I have only been off lipitor for 2 weeks so time will tell if lipitor is to blame for my deteriorated health; winding down on the noten and zorloft as well. I am trying the VitC, CoQ10 and omega 3 path. ",CADEC
LIPITOR.96,"I was tired, had muscle cramps, uneasiness = felt HORRIBLE. I stopped taking it. I will continue with better diet and physical activity after experiencing really bad side effects when trying the same stunt with ZETIA. ",CADEC
LIPITOR.82,"Insomnia, vivid nightmares when I did sleep, muscle pain, weakness, tired all the time, depression to the point of considering suicide. Statins are damaging to so many body processes. The clinical trials for FDA approval weren't nearly long enough to observe all the adverse effects. We're in the REAL clinical trials now, while lining the pockets of the pharmaceutical companies. I take grape juice and cider vinegar now - it reduces cholesterol and blood pressure with no side effects. ",CADEC
LIPITOR.942,None whatsoever. I'm taking 80 mg's a day which is the maximum dose and it brought my cholesterol levels comfortably back into the safe numbers. ,CADEC
LIPITOR.956,"When I began taking Lipitor I had what the doctors referred to as TIA's. Loss of balance, loss of speech and after several months I began having seizure type symptoms. I have been seeing a Neurologist since I was told I was having TIA's. I have gone through a TEE and a brain catheter and everything came back normal. The Neurologist told me to stop taking Liptor one week ago and I am starting to feel a little better. I am still feeling extremely tired. I am hoping this all passes. ",CADEC
LIPITOR.919,"Taking 40mg daily for several years. Cholesterol much lower,HDL higher,LDL below 100 and lower triglycerides. ",CADEC
LIPITOR.931,"muscle cramps all over, depression and irritable, tired. Statins may or may not help with circulatory problems, but they definitely cause other severe problems. I will not take any statins again. ",CADEC
LIPITOR.925,"Loss of memory, aphasia, tremor, violent anger, tearfulness, insomnia, muscle weakness, easy bruising, and nosebleeds. Bleeding & bruising problems stopped in about one month after stopping the drug. Insomnia is better but not gone. Mood problems, language problems, and memory problems lessened by still present. Tremor is apparently here to stay since it's been about two year since stopped the drug and the tremor is the same. Doctor denies any connection between the effects and the drug, and also denies any connection between stopping the drug and having improvement/cessation of symtoms. I also watched my mother-on-law and her brother both start and stop the drug due to extreme fatigue and muscle pain. It is the WORST DRUG EVER MADE, and the cost of it both in terms of money and emotional and physical pain does not justify the handful of heart attackes it *might* prevent. Do yourself a favor - buy some fish oil and some flush-free niacin to treat your cholesterol, and run like hell away from Lipitor!!!. ",CADEC
LIPITOR.716,"My Grandmother is in the hopital with side affect of a storke, the Dr now think that it could be a reaction to Lipitor that she has been taking. ",CADEC
LIPITOR.26,"Extreme fatigue and general weak feeling overall like I have never experienced EVER in my entire life before. In all honestly, I feel as though my sense of well being has taken a sudden decline after taking this medication for only two weeks. I intend to phone my M.D. this morning about discontinuing this medication. ",CADEC
LIPITOR.32,"after taking for about 1 yr, I noticed muscle pain and weakness in both arms on and off. I ache 24 hrs a day. This is now continous for about 6 weeks. I called MD today, he said stop taking lipitor immediately and sent me to lab for blood tests to determine if any damage done to liver, muscles or heart. I wish I had called MD sooner. Hope if any damage, it is reversible.  ",CADEC
LIPITOR.702,mild flatuelence No other side effects. been on it almost two years so far so good. ,CADEC
ARTHROTEC.101,"1st pill taken with food, a few hours after i experienced shortness of breath, a sense of depression, cramping, upset stomache will stop taking immediately. Honestly can not recommend this drug, I am still experiencing side effects just after 1 pill and im supposed to take twice/day 75mg. I just cant keep going have to try something else. ",CADEC
ARTHROTEC.115,"Stomach cramps, gassy most of the day. Cannot take it on an empty stomach!. I can finally clean my house without pain. I am feeling so much better, I can sleep all night and rise in the morning without pain. ",CADEC
LIPITOR.299,"A few year ago I found a book, The New 8-week Cholesterol Cure by Robert Kowalski, a trained medical journalist who knew where to source all the studies. I followed the recommendations and brought my cholesterol down 25% to a healthy level. When my routine was disrupted and I didn't have access to my books my cholesterol went up again. Here's a link to information about the book. www.endur.com/index.cfm?fuseaction= products.displayproduct&id=46 Hope this helps. If it doesn't just Google the book's title. ",CADEC
ARTHROTEC.129,"Nothing that over the counter Tums or Gas-X couldn't control. I'm avoiding (or delaying) Total Ankle + both knees replacement for post traumaic osteoarthritis due to injuries 30 years. After starting on Arthrotec, I am able walk with almost no pain and somethimes, no limp. It has been great, I can walk my dog, go up & down stairs, walk on the beach, go hiking & kayaking. I will take it as long as I can to delay surgery. I will eventually have the ankle surgery, fighting insurance companies now. It has truly been amazing how this drug has helped me. ",CADEC
LIPITOR.272,"Cognitive disfunction, neuropathy in my legs and hands, tinnitis, difficulty with speech, neck pain, extreme fatigue, muscle weakness and difficulty walking. I consider this to be an extremely dangerous drug. I can only hope that some day I will ever be able to lead a normal life again. ",CADEC
LIPITOR.514,Started getting ocular migranes and migranes during sexual intercourse. Never had migranes before. Migranes stopped after stopping lipitor. ,CADEC
LIPITOR.500,"Leg cramps and pain. Contracted Peripheral Neuropathy. Have lost most of my feeling in feet, legs and hands. Tingeling in fingers and feet is painful. Difficult to walk and keep balance. Difficult to sleep due to burning and pain. Took 20 mg for about a year. Doctor moved dosage to 40 mg. Very slowly over four months I began having leg cramps, noticed I was having difficulty picking my feet up, itching (tingling) around toes of right foot. Doctor suspected Neuropathy when Athlete's foot couldn't be detected. Neurologist said stop taking Lipitor immediately. The damage was done as it spread to my hands and up my legs. Have been off Lipitor eight months and still have problems. From what I read I fear this will be with me. This is dangerous as doctors are handing this out like candy and are not monitoring their patients closely. The dark side of Statins far overshadow the benefits. ",CADEC
LIPITOR.266,"fatigue,neuropathy, taste perversion, back pain,suicidal depression,weight loss, paranoia,general change in personality. Everything in my career and family life was going fine for me but a feeling of impending doom persisted in me. I do not think that enough long terms trials are done on this drug. Patients often struggle with its side effect and their experiences are not validated by physicians. ",CADEC
LIPITOR.528,None whatsoever. ,CADEC
VOLTAREN.41,"cramps ,diarreah dont take this stuff. ",CADEC
LIPITOR.306,"taking lipitor for 1 year. four months ago I noticed it was difficult for me to get out of bed. the stiffnes and pain in my right hip got worse. difficult for me to walk down the stairs when I first get up. i feel like something in my body is going to crack if I move the wrong way. last 3 weeks symptoms are getting worse. after sitting fo a while, it is difficult to stand up. very tired and sometimes legs are restless during the night. I thought I was going crazy or had MS or worse. Bless you for this web site. I stopped taking Lipitor on my own but did let my doctor know. I will seek alternative treatment. I wouldn't recommend it to anyone. ",CADEC
LIPITOR.460,"Leg calf cramps, eyes feeling of pressure or spaced out feeling. Horrible depression, wild mood swings, feeling of impending doom, sinus congestion, extreme fatigue, lack of motivation and diffuculty thinking, memory loss. I went from a highly motivated regional manager to a person who dosent want to get out of bed. No amount of sleep makes me feel rested. My legs are killing me and I thank God I found this website. My mind was starting to deteriorate and I couldnt remember anything without difficulty. My driving became dangerous. I have stopped the cursed drug and after 2 days my energy level has increased dramaticly. No one warned me of these risks. This drug should be taken off the market. ",CADEC
ARTHROTEC.48,"I cannot believe the immediate difference this medication had made in my life. I could not get up from my desk without holding onto the desk and walking up the stairs was intolerable. Within one day I felt the pain lessen. I am now walking up the stairs 95 % normal and can actually walk through a mall without having to sit down every 5 minutes. i am in need of a knee replacement, but in meantime feel like I have my life back. ",CADEC
LIPITOR.474,diagnosed with Parkinsons after 10 months on drug. steady weakness onset few months growing on right side of body with tremors. ,CADEC
LIPITOR.312,"dizzyness, coninuing and increasing weakness (especially legs), aches & pains, loss of coherent thought, memory loss, wildly varying blood pressure, syptoms similar to TIA's. After 2 years on this drug I seriously felt life was not worth living. Started Lipitor when recovering from major surgery, and attributed effects to that; but after initial uphill recovery, went downhill at an expotential rate. Two days after stopping, myself and my family noticed the difference - now 3 weeks have passed and have not had any of the above symptons. Now just want to find someway to help recovery from Lipitor damage. ",CADEC
ARTHROTEC.74,"Slight Gasto discomfort, but usually take NEXIUM so discomfort is tolerable. I take ARTHROTEC 50 every day, sometimes BID and have found nothing that works better. Now I am running out, am un-insured and can't afford the medication. Will probably go back to IB 800 mg BID. ",CADEC
LIPITOR.448,"I gradually lost my. This drug did amazing things with my chloresterol levels, it reduced it from ( Australian standards ) 7.5 to 1.9 ( generally considered OK level is 5.4 ). However I gradually noticed that during the day I would get very tired, and have to sleep, and I spend a lot of time driving for work, and also my in sex drive became non-existant ( I`m also told very low levels of chloresterol levels does this ). Had numerous odd aches, especially in the leg area. Discontinued this drug because of the tiredness factor. Felt great after a few weeks without it. ",CADEC
ARTHROTEC.60,"Took 1 pill with dinner, woke during the night with stomach pain. In the morning I discovered that I had bled heavily during the night. Bleeding continued the next day with clotting. Also developed a rash on my wrist. Discontinued use after one pill!!. After checking the web site and seeing the list of side effects for this medication, it is hard to believe that it was ever approved. I do not recommend this medication for anyone. I have never had a reaction to any medication before. The complications of this drug outweight the benefits. ",CADEC
LIPITOR.879,"fluids pooling in my lower extremeties - especially my feet, general muscle soreness. I take several meds for rheumatoid arthritis and none of these medications have affected me in this way. My rheumatology office suggested I check with my PCP immidiately. ",CADEC
LIPITOR.845,The last two years I have had severe pain in my feet and legs with a definite decrease in muscle strength. have spent a fortune on orthodics and shoes. I take a very small amount because I have always been hyper sensitive to drugs. I am now convinced it IS the Lipitor and am going to stop immediately as a test. It definitely lowers cholesterol. my LDL cut in half. The research is still out though. ,CADEC
LIPITOR.851,"After 1 year on Lipitor, I experienced severe pain in both hips & legs, would wake up with so much pain at night that I would get out of bed for relief. Even after 3 months of nonuse, I still have stiffness, weakness & pain in both legs/ hips, especially right side & now limp. I have started physical therapy, massage theraphy & pain medicine. ",CADEC
LIPITOR.689,My boyfriend is 49 and has had high cholesterol for about 10 years. his doctor put him on Lipitor. he took it twice and could hardly stay awake. Also noticed pains in his legs and weakness in his knees after the first dose. He has stopped and will not resume this treatment. There must be a better alternative. Don't do it! There are too many websites like these with pages and pages of similar complaints. ,CADEC
LIPITOR.662,"greatly reduced cholesterol levels. But I've been experiencing muscle/joint pain, mostly in legs, thighs /calves. Some in arms. At times pain so bad I can hardly move or walk with a limp as I favor the bad leg. Works for cholesterol, but if these are the side effects, I think I'll take my chances with the cholesterol - doesn't make sense to have low cholesterol if I can't move or do anything else. ",CADEC
LIPITOR.104,"Terrible burning/numb sensation in hands & feet. Joint pain is worse than pre surgery! My chiropractor advised me to look at this website. Will be quitting this. Since surgery, I've suddenly gone on blood pressure, cholesterol & diabetes meds. Never had these problems before. ",CADEC
LIPITOR.110,"Leg, arm, shoulder, and foot pain. Neuropathy in feet. Constant pain! Loss of energy. Difficulty thinking and speaking in a glib fashion. Disturbed sleep patterns. Difficulty urinating. Increase in blood pressure from below normal to slightly above normal, lack of sexual desire. Less muscle mass even though I force myself to work out at least four times per week ( usually five). Decreased energy and constant lethargy. . Although it lowers wy cholesterol levels appropriately, it seems to have given me debilitating side effects that have decreased my enjoyment of life in general. I fear stopping the lipitor because I fear a heart attack. Bt I hate the side effects! I take vitamin c, fish oil capsules, CO Q 10, eat well, am allergic to red meat and have not eaten any in more than 35 years. I eat salad everyday for lunch, eat fruit and vegetables daily, and take many vitamins and supplements ( astaxanthan, MSM, alpha lipoid acid, vit. B complex, 500mg of time release Niacin, and more). One would expect me to be healthy and have a ton of energy, but instead, I feel Ike I have one foot in the grave and the other on a banana peel. I attribute all the negatives to the Lipitor. The worst of all the side effects is the horrible pain in my feet ( I have professionally prescribed orthotics in my shoes at all times). ",CADEC
LIPITOR.676,Possible body stiffness and joint pain. ,CADEC
LIPITOR.886,severe pain in buttocks and left leg Sciatica like symptoms. I don't know if it helped anything. Felt no difference except sudden onset of pain after one month. Couldn't sleep. ,CADEC
VOLTAREN.1,"Heartburn and stomach upset. It seems to be working pretty well. I still have pain but less severe. I have been somewhat concerned about taking this drug for so long due to the possible side effects, but my Dr checks me out (blood work, etc )every four months and I seem to be doing allright. I don't want to get started on stronger, possibly habit forming drugs. ",CADEC
LIPITOR.138,I experienced permanent nerve damage to my feet & severe leg cramping. Symptoms started as a warming sensation on my lower legs after a few months and progressed to the permanent nerve damage. I discontinued taking Lipitor over 5 years ago. My feet are now simultaneously numb and painful. DO NOT TAKE THIS DANGEROUS DRUG. BE VERY AWARE OF THE PERMANENT NEGATIVE CONSEQUENCES. ,CADEC
LIPITOR.892,"At first I had muscle pain, but that faded out. Next effect was short term memory: I would gas up, then try to pay without hanging up the pump. When I not only paid someone's bill but also drove off WITHOUT HANGING UP THE PUMP, I stopped taking the drug. While it did lower my Cholesterol numbers (as did Simvastatin afterwards), I'm not sure it was worth it. Especially when I forget something important to my job and which I should have overlearned from years of gassing up cars. Memory is one of the things that cholesterol is used for making, and to me anything that cuts it off is best avoided. ",CADEC
LIPITOR.893,I had flu-like symptoms and my legs just ached. They hurt from my ankles to my hips and on certain days I could hardly walk. The sad part is that I am only 47 years old. ,CADEC
LIPITOR.887,"Sudden knee pain 2 week into it, horriable crippeling pain hit both knees at same moment, progressed to odd painful, lumpy swelling on both feet in same place on each and a sudden horriable grabbing pain in one ankle, gas, indigestion, acid reflux, no energy, confusion, stumbeling, vertigo, memory loss, frequent sudden urges to go pee that came out with a force that sprayed everywhere. (Off of it I now have to force it out). Getting off cleared most up but woke up every morning with horriable pain in a different joint making it useless until it passed days later and suddenly landed in right shoulder. MRI shows arthritis, tendonitis and burscitis when there was never any problems in that shoulder before. Been suffering with that for almost a year. Sudden grabbing pain in ankle comes and goes. HORRIABLE pain that almost throws me down. Have days where confusion comes back also. Also my last colonscopy turned up 5 precancerous polyups. Before statin drugs, I never had a one of them, 5 year. This medicine is posion! We do not know if the damage it does to us is permenant or not. I feel like I have been cheated out of growing old naturally and will question every ailmant I have from now on as natural or statin induced. In my whole life, I didn't see a doctor as much as I have since I started Lipitor drugs and since I have been off of it. The doctor always brushed off my complaints or would write me a RX for another dangerous drug! WHEN are doctors going to listen to the people are paying him to treat them and quit believing those who PROFIT from the sale of their drugs they push on unsuspecting people. (What happened to DO NO HARM? ). They have killed my faith in drugs, doctors and the FDA. DOCTORS! WAKE UP!! THEY ARE MAKING YOU LOOK LIKE FOOLS AND IDIOTS that can be bought for a free lunch or a plate of cookies! I also say, get those darn drug ads OFF of TV!. ",CADEC
LIPITOR.139,i develop cataract some time muscle ache. great drug to control cholestrol. ,CADEC
LIPITOR.111,"Mostly Pain, Pain, Pain. Deep throbbing pain in my joints and muscles. Hair loss, insomnia, tinnitus, dysphagia. Neurologist diagnosed me with MS. Feet hurt so badly, I could not walk. The prescribing physician shrugged off my complaints. I stopped taking Lipitor when I went into a coma in June 2000. It took me 12 years to recover. Lipitor created the same problems that Zocor had caused. I took for Zocor for six years. The prescribing physician ignored my complaints. This nightmare took 20 years out of my life. I kept detailed records. You can see a summary here: http://morleyevans2.com/Depraved/Depraved.html I got better. Please contact me at //////////// if you need help. ",CADEC
LIPITOR.677,It brought my husband's chol. down from 310 to 175. He had to stop taking it because it has damaged his liver. He has an ultra sound scheduled for this month. I DO NOT recommend this medication. . ,CADEC
LIPITOR.663,"after visiting this site it is like looking into a mirrow. i have had most of the problems many are having,infact it is 4 am can not sleep for just turning in bed is painful. decided to do a little research on LIPITOR it has dropped cholosterol from 395 to 187 and tri from 1100 to 300 but i wounder if it worth the side-effects. before medication had mild heart attack was put on lipitor, at first i felt good but now back pain and tiredness is at a high level, my wife complains that i need exercise but she does not understand i hurt just as much now as i did with the heart attack, i guess it all boils down to if i could get some rest, but seems impossible for just moving in bed is painful. ",CADEC
LIPITOR.105,"Numbness in feet, leg, hip, neck cramps, eyes running, itchy and watery all the time like I was crying. Depression, itching all the time. Makes you feel 25 years older. I quit taking it most problems gone in 3 weeks. I will try to control with diet and exercise, and omega 3 fish oil, will never take a large dose again would rather eat nothing than take that poison. ",CADEC
LIPITOR.688,Sever muscle pain?tendons too. Tested for all kinds of arthritis by practitionaer who would not believe that Lipitor could cause such reactions. Over two years for pain to subside. Acupuncturist agrees. He too has patients who were prescribed Lipitor and they experience similar reactions. A terrible drug that caused me excrutiation pain at times throughout my entire body. On Lipitor for only three and a half weeks. Over two years to rid myself of the pain. Getting out of a car was an ordeal?it was that painful. Take the goddamn stuff off the market. ,CADEC
LIPITOR.850,"Joint and Muscle Pain / Stiffness. I took 20 mg for 9 years and I told numerous physicians about my pain and stiffness and was told that I had arthritis and to keep taking it. I left it at home by accident when we went on vacation and within 3 days, the pain in my legs began to go away. After 2 weeks I knew it was a very dangerous medication. I went to my new physician and he wanted me to try Pravachol. Afer 4 days on it, I was in a fog and thought I had the flu. I have been off it for just 36 hours and feel better. I am an RN and should have known that I was experiencing side effects with Lipitor, but you listen to your Doctor because you trust him. I now tell my patients to trust what their bodies are telling them. Statins can't be good for anyone but the drug companies!!!!!!!!!! They keep lowering the recommended levels so that almost everyone is considered to have high cholesterol. If someone is 30 and on this for 30 or 40 years there is not telling what the long term effects will be. And a mi. ",CADEC
LIPITOR.844,"after taking the drug for several years, I developed one of the supposedly rare side effects . muscle disintegration/degeneration . fortuntately when I experienced fatigue and muscle/joint pain, I remembered some of the warnings I had read when I first started taking the drug . My doctor ordered a blood test when I told him of my symptoms and concerns and it revealed a grossly excessive amount of muscle tissue in my blood . I haven't taken it since . after I stopped taking Lipitor, I felt normal about three weeks later .  ",CADEC
LIPITOR.878,"hair loss, weight gain, muscle pain. After suffering form real bad side effects (hair loss, weight gain, blurred vision) I decided to stop all the chemicals. I am fed up with all those medications which ALL induce side effects, for which your doctor will prescribe more and more medications. That is when hell starts. My hair was falling off, I could not lose weight even exercising and eating healthy food. When I stopped Lipitor, my hair stopped falling immediately and I lost 4 lbs the 1st week, without doing anything different. You completely destroy your metabolism absorbing chemicals. Now I stopped all that and I am going the NATURAL way with good results. I recommend acupuncture, homeopathy, natural supplements (I highly recommend Apple Cider Vinegar and raw honey, those made my blood pressure go down by 30 points!), good nutrition and exercise are much better and you will not enrich those pharmaceutical companies which are after your money, just trying to erase the symptoms but NOT the cause. Take charge! It is time. ",CADEC
ARTHROTEC.61,"Very little side effects,some gas. Gave me my life back. Now I can sleep at night and do most activities. Mobility without pain!. Worry about the long term side effects of an NSAid drug. ",CADEC
LIPITOR.449,"Extreme tiredness and flatulence. Not sure whether it is the Lipitor but I am now tired to the point of exhaustion. Is it work, is it me getting older or is it the Lipitor??. ",CADEC
CATAFLAM.10,"rectal bleeding/collitis. No symptoms of GI distress BEFORE Cataflam but 4 days on it and I ended up in the ER and hospitilized. My drs dismissed Cataflam as the reason yet my discharge papers have NSAIDS"" listed under patient allergies.?.  ",CADEC
ARTHROTEC.75,"Vaginal bleeding when it was not time for my period, headaches, neck pain,bloating and weight gain. It helped relieve the pain in my lower back but I would not recommend this to be used by women of any age. Not quite sure what I will do now because I cannot take Bextra or Neurontin. I guess go back to plain old advil and deal with it unless the doctor has another medication I can try. ",CADEC
LIPITOR.475,"inflamatory muscle pain and soreness in upper back, head pain and pressure and the feeling of being in a fog. EXTREMELY DANGEROUS DRUG! I have never had these problems until I started Lipitor. I have discontinued it 2 weeks ago with now a 40% reduction in side effects but the pain is still really bad. Does anyone know how long it will take for the side effects to completely go away? Will they go away? Lipitor lowered my cholesterol from 268 to 163 but it nearly killed me in return. It's not worth it. The doctor told me I was imagining all this and said it was so safe it should be in the drinking water supply. Can you believe that! This drug is an extremely dangerous poison. The Pfizer website is very low-key about the side effects. You better take matters into your own hands as Pfizer's only concern is profits - NOT your health. ",CADEC
LIPITOR.313,None. ,CADEC
LIPITOR.307,"Taking it for a little over a year and have had many of the side effects to some degree. Gas, bloating. sleeplesness along with fatigue and not being able to get out of bed in the morning. The worst is muscle stiffness and not being able to walk at times. I am feeling like an old lady and I'm only 54 and blamed all this on menopause or arthritis. Difficult to walk up and down the steps especially in the morning. I just stopped taking lipitor and after this experience I WILL adjust my diet and I just joined the gym again. I am taking some herbs to detox my system and in a month,I will begin alternative treatment. I was also starting to become depressed. Good Luck to all of you. Will keep all of you in my prayers. ",CADEC
ARTHROTEC.49,"Took one pill and 20 minutes later had intense pelvic and back pain. Felt like a miscarriage (I've had 3 of them). This intense, horrid pain lasted 1.5 hours. Then I had spotting. And terrible bloating and nausea. ",CADEC
LIPITOR.461,"Only on since June - started having charlie horses, dizziness, flu like symptoms, and headache that has lasted over 7 days. Blood sugar and blood pressure both now elevated. Stopped 4 days ago. No leg pain or spasms since - headache and elevated blood sugar still. Feel shaky and. Lipitor given to me as preventitive measure - I have decided I will stay off it and continue more exercise and continue to lose weight. I will be going in for testing shortly to see if it made any difference in my chol. ",CADEC
VOLTAREN-XR.22,"i notice there are a bunch of random ppl who gave the medicine a score of 5 without any explanation. I wouldn't be surprised if that was the pharmological company trying to promote their medicine. This drug is unsafe, leads to blood clots (which casues strokes and heart attacks), upset stomach, etc Asprin is safer and has less side effects. ",CADEC
VOLTAREN.40,"I was on celebrex till the SCARE of death took me off. Went on voltaren. Had wild dreams,gurgling stomach,tired, moody. 4 months ago my heart stopped and they said I have high blood press. I never had it before. I find out on the net that voltaren over long times can actually cause hypertension. I now use tylenol extra for arthritis. Voltaren should in my opinion be given rectally to the mfg. It did alleviate the arthritis pain. It also made me dependent on tagamet after a few years. ThenI find out they two are not to be taken together. I was on voltaren for over 3 years. ",CADEC
LIPITOR.529,I'm glad someone out there is listening. This is. ,CADEC
LIPITOR.501,"severe depression, anxiety, sore joints, sore back, lack of energy. I recently went off it after I lost some wheight and felt great. did a 220 ldl reading and Dr put me back on it. Depression came with a vengence. I have never gone for therapy, but had no choice. they suggested a connection with the Lipitor, so I went searching - wow what an eye opening - I am not the only one. As of now, never again will I take lipitor. ",CADEC
LIPITOR.267,None. Lipitor dropped my cholesterol from the 260-280 range to the 160-180 range. ,CADEC
LIPITOR.273,"extreme muscle and joint pain; extreme fatigue; muscle stiffness; tingling in feet, hands, and finally legs and arms as well; inability to walk any distance---felt like 90-year-old; contact pain where weight presses against things--bottom of feet, back of legs against a chair etc I complained to my doctor after just 3 weeks of 5 mg./day about muscle and joint pains. (I stopped the Lipitor myself after reading the label warnings. The pain stopped within days.) He checked the CK reading, which came back negeative. I used to work out at a gym for one hour twice a week, and he suggested that I was getting older and the workouts might be too extreme. I went back to taking the Lipitor and began cutting back on my exercise. After 6 months, in agony, I went for more blood work--everything was negative. After 9 months I stopped the Lipitor myself, but by then I was a mess: couldn't walk, couldn't lift my arms, horrible neck and muscle pain, horrible pain in every tendon in my body, particularly the Achilles tendon and those on the back of the head. My family doctor was at a loss. I went to a NY neurologist, then to a neuromuscular doctor who said it sounded like Lipitor, even though I had been off the Lipitor for almost 6 months. He suggested coenzymeQ10, 600 mg per day. ",CADEC
LIPITOR.515,Calf muscles (and foot) tire very quickly. This often leads to leg/foot cramps. Comparable to fatigue after a long workout. I have been taking Lipitor for about 4 yrs - the muscle tiring has become worse with time and now will 'act' up very soon even with a short slow walk. This has severely hampered my ability to excercise. I first thought this was a response to the diabetes but was recently made aware that Lipitor may be causing it. Lipitor did lower my chloesterol soon after starting it. It doesn't seem as effective now. I'm going to stop taking it because of the muscle fatigue/cramping - hopefully this condition will reverse. ,CADEC
ARTHROTEC.128,I experienced mild cramps and bloating. It helped to relieve the pain. ,CADEC
LIPITOR.298,Extreme muscle problems and joint pain. In only one day of taking lipitor I nearly died. I was 45 years old when I took lipitor. Terrible mistake. My son almost died after taking lipitor for two months. His liver was functioning at only 50% and he was saved by being admitted into the hospital for 3 days. His cholestrol went up dramatically not down. ,CADEC
ARTHROTEC.114,"15 minutes after taking , i experienced severe stomach cramping. but after trying celebrex (without any relief). i decided i could tolerate stomach pain since i go relief. BUT now after having been off of meds for 3 weeks, I am experiencing high blood pressure and ankle swelling like crazy!!!!! HAS ANYONE EXPERIENCED THIS AFTER BEING OFF OF THE DRUG FOR 3 WEEKS OR SO???????. never take again!!!!. ",CADEC
ARTHROTEC.100,no side effects for the first two months . then vaginal bleeding 2 wks after menstral cycle. stomach pain. canker sores in my mouth. headache. been off for 1 week still have bleeding. helped my pain alot . too scared to take this drug again. ,CADEC
LIPITOR.33,"went to hospital with what i throught was heart attact. dr. could fine nothing wrong. head aches. muscels hurts, week. sick at stomach, tired all the time. if this is the cause why do Drs. recomemend it. i will not take it anymore. ",CADEC
LIPITOR.703,"Severe back pain, muscle degenerating, can barely walk, extreme fatique,depression,major gastrointestinal problems, feel like an old man. Fever, sweats, chills. Insomnia,fitfull sleep. Neck pain,cracking sensations in my joints. All joints and muscles hurt. Have been going to Drs. trying to find out what is wrong. All tests comimg back negative except ck which is positive. They tell me I might have arthritis. Have been on this drug since the beginning before that Zocor. Am getting worse everyday. Nobody ever said anything about all these side affects. But have been complaining to my Dr for a while now of terrible muscle pain and nothing was mentioned that it could be Lipitor. Been tested for everything from malaria to lupus. Was always physically fit and not overweight and maintained an active lifestyle but this has sapped every ounce of energy I have and can't do much of anything anymore. Have an appointment with my Dr in a few days and I will be bringing a printout of this site. There are other people who are suffering just like me. Now I know what the hell is wrong and will be off Lipitor. My quaility of life has suffered too long on this garbage. Thank God I found this site. ",CADEC
LIPITOR.717,extreme muscle pain in arms and shoulders Particularly in bed at night. I was on a very high dose (80mg)as I had two heart attacks attributable to blockages. I have been off them for 4 weeks with only a small amount of improvement. I have heard it can take several months to get back to any where near normal. ,CADEC
LIPITOR.27,"I have headache, muscle ache, diarrhea, indigestion, abdominal pain, back pain, eyesight has changed sinus problems, joint pain, leg cramps. I have fibromyalgia also and my pain should be at a lower level instead of worse. I am stopping this on my own tomorrow! My doctor never even suggested diet first!. ",CADEC
LIPITOR.924,I never had any side effects. I'm taking 20mgs of lipitor a day. I can't recall when i started taking it. Its been a few years. Last year my cholesterol went back to normal on lipitor. The doctor says i'll have to take lipitor for the rest of my life. That is what i don't like. Drug dependancy is a bad thing. ,CADEC
LIPITOR.930,No side effect noticed. Lipitor lowered my cholesterol. ,CADEC
LIPITOR.918,cramping in calf at night bad enough to wake from deep sleep screaming. ,CADEC
LIPITOR.926,"muscle pain and weakness, headaches, sleep disturbances. Have been on this drug for about 3 years but for the last 18 months I've been having problems with various muscles. Started with my SI joints. lots of pain in the muscles there, very tight. Then my neck started getting stiff and the muscles are like boards they're so tight. Now the pain has gone into my shoulder and upper arm on my left side. Just last week I noticed my right arm is tight also. I can't sleep on either shoulder now. My lower back is also tight again! And I get terrible headaches from the tight neck muscles. I googled muscle pain and Lipitor showed up on the first 6 or 7 entries!! I read all the comments on this page and couldn't believe it!! I see my symptoms over and over! So, I had blood tests done this week and have elevated creatine so was told today to stop Lipitor immediately, and will see my doctor next week. After reading all these comments, I have no doubt that Lipitor is the cause of all this discomfort. I just hope and pray that I can recover from these terrible side effects. I will use vitamin C and other natural things to help my cholesterol. but if that doesn't help. hey. I'd rather die from a heart attack than die a slow painful death on Lipitor. I think drugs are released on the market these days without enough long-term clinical studies to make sure they are safe. ",CADEC
